,Class,Role Stereotype,DsTotal,Imperative Abstraction,Multifaceted Abstraction,Unnecessary Abstraction,Unutilized Abstraction,Feature Envy,Deficient Encapsulation,Unexploited Encapsulation,Broken Modularization,Cyclically-dependent Modularization,Hub-like Modularization,Insufficient Modularization,Broken Hierarchy,Cyclic Hierarchy,Deep Hierarchy,Missing Hierarchy,Multipath Hierarchy,Rebellious Hierarchy,Wide Hierarchy,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,project
57,com.eteks.sweethome3d.model.Camera,Information Holder,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Camera,class,3,60,57,3,41,1,1,28,98,0.8244047,0.33666667,0.77,28,2,25,3,0,0,25,0,0,0,12,1,0,12,0,0,1,0,6,176,12,0,11,1,1,2,5,38,0,25,2,0,2,0,145,1,0,SweetHome3d-5.6
58,com.eteks.sweethome3d.model.Camera$Lens,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Camera$Lens,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,SweetHome3d-5.6
59,com.eteks.sweethome3d.model.Camera$Property,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Camera$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,SweetHome3d-5.6
60,com.eteks.sweethome3d.model.CatalogLight,Structurer,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.model.CatalogLight,class,5,7,2,5,10,2,0,1,0,0.0,1.0,1.0,9,0,9,0,0,0,9,0,0,0,1,0,0,1,0,0,1,0,0,36,2,0,1,0,0,0,2,1,0,1,1,0,0,0,148,1,0,SweetHome3d-5.6
61,com.eteks.sweethome3d.model.CatalogPieceOfFurniture,Information Holder,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.CatalogPieceOfFurniture,class,7,48,41,7,83,1,2,29,855,0.85528034,0.24309765,0.76026934,59,0,53,5,0,1,55,0,0,0,39,4,0,39,0,0,37,0,2,331,47,5,13,0,1,1,52,55,8,52,4,0,0,0,279,1,0,SweetHome3d-5.6
62,com.eteks.sweethome3d.model.CatalogTexture,Structurer,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.CatalogTexture,class,6,36,30,6,42,1,0,25,132,0.8534799,0.20467836,0.39181286,21,0,17,3,0,1,19,0,0,0,13,4,0,13,0,0,11,0,1,152,20,4,11,0,1,1,19,28,6,26,4,0,0,0,131,1,0,SweetHome3d-5.6
63,com.eteks.sweethome3d.model.CollectionEvent$Type,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.CollectionEvent$Type,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,SweetHome3d-5.6
64,com.eteks.sweethome3d.model.Compass,Service Provider,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Compass,class,5,28,23,5,54,1,0,48,243,0.8817205,0.22153845,0.64615387,31,0,26,5,0,0,26,0,2,0,15,2,0,15,0,0,1,0,48,886,17,1,17,0,20,605,1099,111,90,86,2,0,2,0,261,1,0,SweetHome3d-5.6
65,com.eteks.sweethome3d.model.Compass$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Compass$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,SweetHome3d-5.6
66,com.eteks.sweethome3d.model.DamagedHomeRecorderException,Information Holder,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.model.DamagedHomeRecorderException,class,3,5,2,3,4,4,0,0,0,0.5,0.8333333,1.0,4,0,4,0,0,0,4,0,0,0,3,1,0,3,0,0,1,0,0,21,2,0,0,0,0,0,1,5,0,3,0,0,0,0,52,1,0,SweetHome3d-5.6
67,com.eteks.sweethome3d.model.DimensionLine,Information Holder,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.DimensionLine,class,7,29,22,7,46,1,0,28,153,0.7900001,0.2991453,0.6581197,30,0,27,3,0,0,27,0,0,0,10,1,0,10,0,0,1,0,18,176,19,0,13,0,2,0,8,48,52,35,1,0,1,0,153,1,0,SweetHome3d-5.6
68,com.eteks.sweethome3d.model.DimensionLine$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.DimensionLine$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,SweetHome3d-5.6
69,com.eteks.sweethome3d.model.DoorOrWindow,Information Holder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,com.eteks.sweethome3d.model.DoorOrWindow,interface,2,7,5,2,6,1,0,0,15,0.0,0.0,0.0,6,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,0,SweetHome3d-5.6
70,com.eteks.sweethome3d.model.Home,Structurer,5,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,com.eteks.sweethome3d.model.Home,class,26,266,240,26,272,1,0,219,5159,0.9553508,0.083673075,0.58571154,115,11,101,13,1,0,102,0,0,0,52,4,1,51,0,0,5,0,42,1065,53,34,67,6,23,30,71,195,23,115,7,3,1,0,375,1,0,SweetHome3d-5.6
71,com.eteks.sweethome3d.model.Home$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Home$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,SweetHome3d-5.6
72,com.eteks.sweethome3d.model.HomeEnvironment,Information Holder,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.HomeEnvironment,class,6,36,30,6,77,1,0,20,464,0.91496605,0.2747456,0.9158187,49,0,47,2,0,0,47,0,0,0,24,1,0,24,0,0,1,0,7,312,22,1,24,3,0,2,15,73,2,43,2,0,2,0,170,1,0,SweetHome3d-5.6
73,com.eteks.sweethome3d.model.HomeEnvironment$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.HomeEnvironment$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,SweetHome3d-5.6
74,com.eteks.sweethome3d.model.HomeEnvironment$DrawingMode,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.HomeEnvironment$DrawingMode,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,SweetHome3d-5.6
75,com.eteks.sweethome3d.model.HomeFurnitureGroup,Structurer,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.HomeFurnitureGroup,class,9,46,37,9,150,2,0,100,1184,0.9208144,0.21875,0.21875,68,0,62,4,0,2,64,0,0,0,13,2,0,13,0,0,2,0,27,622,51,35,25,0,70,3,35,110,166,76,3,0,1,0,267,1,0,SweetHome3d-5.6
76,com.eteks.sweethome3d.model.HomeLight$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.HomeLight$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,SweetHome3d-5.6
77,com.eteks.sweethome3d.model.HomePieceOfFurniture,Structurer,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,com.eteks.sweethome3d.model.HomePieceOfFurniture,class,15,170,155,15,214,1,3,114,4086,0.950505,0.12792079,0.8289109,108,6,100,8,0,0,101,0,0,0,55,6,0,55,0,0,6,0,29,957,90,3,64,0,22,10,110,179,53,109,3,21,2,0,378,1,0,SweetHome3d-5.6
78,com.eteks.sweethome3d.model.HomePieceOfFurniture$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.HomePieceOfFurniture$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,SweetHome3d-5.6
79,com.eteks.sweethome3d.model.HomePieceOfFurniture$SortableProperty,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.HomePieceOfFurniture$SortableProperty,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,SweetHome3d-5.6
80,com.eteks.sweethome3d.model.HomePrint$PaperOrientation,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.HomePrint$PaperOrientation,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,SweetHome3d-5.6
81,com.eteks.sweethome3d.model.HomeRecorder$Type,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.HomeRecorder$Type,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,SweetHome3d-5.6
82,com.eteks.sweethome3d.model.HomeTexture,Information Holder,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,com.eteks.sweethome3d.model.HomeTexture,class,4,55,51,4,22,1,0,13,42,0.78125,0.33333334,0.8666667,16,0,15,1,0,0,15,0,0,0,10,1,0,10,0,0,9,0,4,86,13,0,12,0,6,0,6,14,1,11,1,0,0,0,103,1,0,SweetHome3d-5.6
83,com.eteks.sweethome3d.model.IllegalHomonymException,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.IllegalHomonymException,class,0,0,0,0,2,5,0,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,24,1,0,SweetHome3d-5.6
84,com.eteks.sweethome3d.model.InterruptedRecorderException,Service Provider,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.model.InterruptedRecorderException,class,1,20,19,1,2,4,0,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,30,1,0,SweetHome3d-5.6
85,com.eteks.sweethome3d.model.Label,Information Holder,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Label,class,7,36,29,7,54,1,0,17,195,0.87841195,0.24597701,0.8689655,31,0,30,1,0,0,30,0,0,0,13,2,0,13,0,0,2,0,2,167,17,0,18,0,6,0,4,33,12,25,1,0,1,0,161,1,0,SweetHome3d-5.6
86,com.eteks.sweethome3d.model.Label$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Label$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,SweetHome3d-5.6
87,com.eteks.sweethome3d.model.LengthUnit,Coordinator,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.LengthUnit,enum,1,61,60,1,30,10,0,4,120,0.0,0.0,0.0,16,6,14,2,0,0,14,9,0,0,0,0,0,0,0,0,0,0,5,524,9,0,2,0,0,0,37,16,12,4,1,5,3,0,74,1,0,SweetHome3d-5.6
88,com.eteks.sweethome3d.model.LengthUnit$MeterFamilyFormat,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.LengthUnit$MeterFamilyFormat,innerclass,1,1,0,1,5,4,0,4,0,0.25,0.5,0.5,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,22,4,0,1,0,0,0,0,2,2,2,1,0,0,0,23,10,0,SweetHome3d-5.6
89,com.eteks.sweethome3d.model.LengthUnit$SquareMeterAreaFormatWithUnit,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.LengthUnit$SquareMeterAreaFormatWithUnit,innerclass,0,0,0,0,2,4,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,1,0,2,0,0,0,0,0,17,10,0,SweetHome3d-5.6
90,com.eteks.sweethome3d.model.LengthUnit$SquareFootAreaFormatWithUnit,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.LengthUnit$SquareFootAreaFormatWithUnit,innerclass,0,0,0,0,2,4,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,18,10,0,SweetHome3d-5.6
91,com.eteks.sweethome3d.model.Level,Information Holder,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Level,class,3,86,83,3,32,1,0,9,19,0.78636366,0.3809524,0.9047619,22,0,21,1,0,0,21,0,0,0,10,1,0,10,0,0,1,0,0,121,10,0,9,0,1,0,3,29,0,17,1,0,1,0,117,1,0,SweetHome3d-5.6
92,com.eteks.sweethome3d.model.Level$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Level$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,SweetHome3d-5.6
93,com.eteks.sweethome3d.model.Light,Information Holder,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.model.Light,interface,2,7,5,2,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,SweetHome3d-5.6
94,com.eteks.sweethome3d.model.NotEnoughSpaceRecorderException,Information Holder,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.model.NotEnoughSpaceRecorderException,class,1,3,2,1,2,4,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,23,1,0,SweetHome3d-5.6
95,com.eteks.sweethome3d.model.ObserverCamera$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.ObserverCamera$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,SweetHome3d-5.6
96,com.eteks.sweethome3d.model.PieceOfFurniture,Information Holder,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.PieceOfFurniture,interface,2,8,6,2,27,1,0,0,351,0.0,0.0,0.0,27,0,25,0,0,2,27,21,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1,0,SweetHome3d-5.6
97,com.eteks.sweethome3d.model.Polyline,Coordinator,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Polyline,class,10,29,19,10,105,1,0,45,339,0.8849449,0.25396827,0.7380952,43,0,36,7,0,0,36,0,0,0,19,1,0,19,0,0,1,0,17,358,23,6,32,5,5,3,104,99,36,56,3,0,5,0,193,1,0,SweetHome3d-5.6
98,com.eteks.sweethome3d.model.Polyline$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Polyline$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,SweetHome3d-5.6
99,com.eteks.sweethome3d.model.Polyline$CapStyle,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Polyline$CapStyle,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,SweetHome3d-5.6
100,com.eteks.sweethome3d.model.Polyline$JoinStyle,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Polyline$JoinStyle,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,SweetHome3d-5.6
101,com.eteks.sweethome3d.model.Polyline$ArrowStyle,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Polyline$ArrowStyle,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,SweetHome3d-5.6
102,com.eteks.sweethome3d.model.Polyline$DashStyle,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Polyline$DashStyle,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,SweetHome3d-5.6
103,com.eteks.sweethome3d.model.Room,Information Holder,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Room,class,8,60,52,8,136,1,0,47,1197,0.9283583,0.20819671,0.75300545,67,0,61,6,0,0,61,0,0,0,25,2,0,25,0,0,2,0,16,435,39,8,35,0,11,5,79,107,39,70,4,0,1,0,211,1,0,SweetHome3d-5.6
104,com.eteks.sweethome3d.model.Room$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Room$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,SweetHome3d-5.6
105,com.eteks.sweethome3d.model.UserPreferences,Information Holder,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.UserPreferences,class,12,332,320,12,158,2,3,70,3042,0.96969676,0.14920636,0.54090357,93,0,84,3,6,0,91,8,0,0,44,7,3,41,0,0,11,0,22,599,51,3,37,8,2,26,13,109,11,84,4,1,2,0,416,1025,0,SweetHome3d-5.6
106,com.eteks.sweethome3d.model.UserPreferences$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.UserPreferences$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,SweetHome3d-5.6
107,com.eteks.sweethome3d.model.Wall,Information Holder,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Wall,class,9,58,49,9,206,1,0,70,1894,0.92833084,0.16897081,0.6282642,77,1,63,14,0,0,63,0,0,0,27,1,0,27,0,0,1,0,50,672,53,6,88,0,42,0,172,182,159,131,4,0,1,0,281,1,0,SweetHome3d-5.6
108,com.eteks.sweethome3d.model.Wall$Property,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.model.Wall$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,SweetHome3d-5.6
109,com.eteks.sweethome3d.plugin.HomePluginController,Coordinator,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.plugin.HomePluginController,class,9,13,4,9,9,2,1,11,0,0.11111111,1.0,1.0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,1,34,2,0,3,1,0,2,0,5,0,5,3,0,0,0,55,1,0,SweetHome3d-5.6
110,com.eteks.sweethome3d.plugin.PluginAction$Property,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.plugin.PluginAction$Property,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,SweetHome3d-5.6
111,com.eteks.sweethome3d.plugin.PluginManager,Structurer,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.plugin.PluginManager,class,12,19,7,12,64,1,0,90,67,0.90476197,0.25,0.25,14,0,8,5,0,1,9,0,0,0,15,12,1,14,0,0,15,0,16,322,13,8,17,11,6,38,20,55,15,48,5,2,1,0,195,1,0,SweetHome3d-5.6
112,com.eteks.sweethome3d.plugin.PluginManager$PluginLibrary,Information Holder,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.plugin.PluginManager$PluginLibrary,innerclass,1,1,0,1,11,1,0,0,37,0.8181819,0.16363636,0.8181818,11,0,11,0,0,0,11,0,0,0,9,0,0,9,0,0,9,0,0,52,10,0,0,0,0,0,0,9,0,9,0,0,0,0,31,10,0,SweetHome3d-5.6
113,com.eteks.sweethome3d.swing.AutoCompleteTextField$AutoCompleteDocument,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.AutoCompleteTextField$AutoCompleteDocument,innerclass,1,1,0,1,14,3,0,18,3,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,50,3,1,5,1,2,0,6,7,4,6,3,1,0,0,42,2,0,SweetHome3d-5.6
114,com.eteks.sweethome3d.swing.BackgroundImageWizardStepsPanel,Interfacer,5,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.BackgroundImageWizardStepsPanel,class,20,34,14,20,36,13,0,78,80,0.83125,1.0,1.0,16,1,2,14,0,0,2,0,0,0,20,3,0,20,0,0,4,0,31,698,9,0,7,2,3,25,201,53,5,50,3,13,2,0,281,1,0,SweetHome3d-5.6
115,com.eteks.sweethome3d.swing.BackgroundImageWizardStepsPanel$ScaleImagePreviewComponent,Interfacer,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.BackgroundImageWizardStepsPanel$ScaleImagePreviewComponent,innerclass,5,5,0,5,5,5,0,34,0,0.0,1.0,1.0,4,0,2,1,1,0,3,0,0,0,1,0,0,1,0,0,1,0,12,176,0,0,1,0,2,9,31,12,8,12,1,2,1,0,94,10,0,SweetHome3d-5.6
116,com.eteks.sweethome3d.swing.BackgroundImageWizardStepsPanel$ScaleImagePreviewComponent$ActionType,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.BackgroundImageWizardStepsPanel$ScaleImagePreviewComponent$ActionType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,SweetHome3d-5.6
117,com.eteks.sweethome3d.swing.BackgroundImageWizardStepsPanel$OriginImagePreviewComponent,Interfacer,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.BackgroundImageWizardStepsPanel$OriginImagePreviewComponent,innerclass,6,6,0,6,5,5,0,34,0,0.0,1.0,1.0,4,0,2,1,1,0,3,0,0,0,1,0,0,1,0,0,1,0,5,76,0,0,1,0,2,1,25,10,11,10,1,2,0,0,65,10,0,SweetHome3d-5.6
